folder,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Shawn Mendes - I Know What You Did Last Summer,112.34714673913044,0.1234957362894001,415,2556.054760744839,0.1,0.2,0.107178465,-45.590584,72.75019,-10.922609,21.19788,5.080655,8.482643,2.3515182,3.8348162,1.0555428,0.7762737,16.569913913525202,18.693211967417444,18.96244407315982,40.67492956145196,0.11927831375680494,0.05629435912368705,0.0026485712224252576,0.034846652592482596,0.007794224021893573,0.007824827396220552,0.41967136,0.3194368,0.42667332,0.3234549,0.39688504,0.28861257,0.2965697,0.38475338,0.36091024,0.47060388,0.3233819,0.39013115
Shawn Mendes - Mercy,143.5546875,0.07582707824130652,492,1946.6762429134367,0.4,0.5,0.26810357,6.17881,103.527145,2.291994,20.996567,6.464832,8.33715,-4.3167057,3.3859153,-0.8362097,-0.050790526,16.304338803799936,18.340142757301006,18.298685699828393,42.41140870905775,0.145417761380705,-0.04986951802346473,0.019955482284440444,0.02602694214597615,0.009149962703520283,-0.012784311890964977,0.30601406,0.39491072,0.48907468,0.35485142,0.44547495,0.3600257,0.38589358,0.30630395,0.2953632,0.35144898,0.31579077,0.41988486
Shawn Mendes - There's Nothing Holdin' Me Back,123.046875,0.08754207773697203,439,2145.378095837277,0.1,0.3,0.10579782,-79.116425,93.97103,-6.289273,19.479698,8.452406,6.33755,-2.66482,6.096071,-3.4899538,-1.788737,16.08998913622324,17.309258523874732,17.31263239757044,41.305590450806065,0.0855246879988716,-0.05494466415465492,-0.021328723905928704,-0.0002764651728856743,0.0060841108815658275,0.008131994833031732,0.37094054,0.42024684,0.4424673,0.38454878,0.46965733,0.3897871,0.421985,0.34142074,0.38239372,0.46939874,0.4053786,0.4279252
Shawn Mendes - Treat You Better,112.34714673913044,0.08390399693838284,470,2124.6677675517503,0.2,0.3,0.13843717,-55.45657,93.3876,10.048342,31.20667,7.198402,11.5541525,-0.88741,5.218504,0.4911706,1.9018475,14.756651066028628,17.62509887445121,17.759321912644758,40.61037384302637,-0.05062141178531309,-0.01725597308923998,-0.04137679103683744,-0.027772026331569083,0.012158393268405492,0.0023024697549969106,0.43354493,0.52044404,0.35630205,0.3514569,0.35937527,0.47458553,0.4086922,0.39386374,0.42582542,0.37031317,0.38744712,0.3259356
"Shawn Mendes, Camila Cabello-Seorita",117.45383522727273,0.07889237003587166,383,2268.546431326783,0.2,0.6,0.24845782,4.9769764,85.69665,3.6544728,23.027563,10.0665865,12.48072,-2.017833,4.2518106,2.6521745,7.3763375,17.22714403641713,20.46414028042198,20.876057113491292,42.21673954539715,0.10889673886194214,0.06541298198077147,-0.02750799747174662,0.09389506563101917,0.00701760599279042,0.018518942998692316,0.48827738,0.31646547,0.32936218,0.30842537,0.41903406,0.34448397,0.31984553,0.37087885,0.34016573,0.4251024,0.35120073,0.47695342
"Shawn Mendes, Tainy-Summer of Love Shawn Mendes  Tainy",123.046875,0.10489270475590576,372,2750.1302689023846,0.2,0.6,0.23972268,-21.536205,67.393295,16.285154,12.429859,-7.6261077,3.7894948,0.2638256,2.9888902,-0.53310597,3.540333,17.906291912938904,20.570529866602147,22.92836376519015,39.936812019907684,-0.06177504388733824,-0.07544622165195584,0.0933652621268124,-0.021556084461154923,-0.014559362044165525,0.01323442979846573,0.3461891,0.32372156,0.3125142,0.46120694,0.3305137,0.32475805,0.3863128,0.3333312,0.37864918,0.40850535,0.5857404,0.53330815
Sia - Cheap Thrills,89.10290948275862,0.10231035791877273,343,2218.6379494594908,0.3,0.4,0.19431587,-50.30734,75.72461,-13.151065,17.782238,4.705655,-7.2183414,6.919672,-10.256576,-2.5987592,2.6246896,16.486962562001903,19.877311303980175,20.206470255131045,41.281656709955314,0.036083931612541253,-0.03889353381053838,-0.02766039451695344,-0.010705682505779482,0.004044833688001444,0.010630343210913959,0.2977751,0.36189947,0.2754612,0.31443992,0.4002255,0.31050453,0.39907166,0.35262355,0.47496095,0.52244204,0.333987,0.3217658
Sia - Cheap Thrills (feat. Sean Paul),89.10290948275862,0.10231035791877273,343,2218.6379494594908,0.3,0.4,0.19431587,-50.30734,75.72461,-13.151065,17.782238,4.705655,-7.2183414,6.919672,-10.256576,-2.5987592,2.6246896,16.486962562001903,19.877311303980175,20.206470255131045,41.281656709955314,0.036083931612541253,-0.03889353381053838,-0.02766039451695344,-0.010705682505779482,0.004044833688001444,0.010630343210913959,0.2977751,0.36189947,0.2754612,0.31443992,0.4002255,0.31050453,0.39907166,0.35262355,0.47496095,0.52244204,0.333987,0.3217658
Sia - The Greatest (feat. Kendrick Lamar),129.19921875,0.08306151490484381,429,2336.883911883908,0.1,0.5,0.22786152,-23.25232,85.87176,6.527353,14.245838,5.1876755,6.8729057,7.2347727,-0.8694697,3.0794063,4.4947786,14.352573677310085,17.883845137867254,19.145124687539163,39.08935739640206,-0.049561760907787536,0.026131268215004787,0.02328917798838448,0.018365349868821445,7.446683020181588e-05,0.006912385996022922,0.4753162,0.420933,0.5641404,0.5666084,0.42109564,0.42933172,0.3886068,0.5522177,0.4365615,0.4072123,0.4789333,0.3999142
Sia-Gimme Love,95.703125,0.07548971427222702,340,1967.298272052408,0.4,0.7,0.3725831,41.6899,98.51224,-8.757901,29.180838,9.282097,3.8494644,10.024007,0.19288321,4.605948,3.353851,14.569560061512457,18.824611728864543,19.351930283746984,42.42056229407156,-0.06518423342641591,-0.1269405283861492,0.01838836228361875,0.05288703252054076,0.007863743826451278,-0.037719989045462615,0.41962788,0.41487056,0.36699075,0.54420877,0.41822302,0.33450857,0.40879992,0.35268024,0.42382434,0.37094396,0.45868903,0.5667178
SISTAR - One More Day,129.19921875,0.08483961924195445,543,2448.913214027351,0.4,0.6,0.2841197,17.836897,75.60596,15.55946,27.396494,3.5085902,12.741756,3.3938246,5.5565844,3.7557578,8.691778,15.198928589429938,19.310341540806682,20.933699374668,39.38789981434015,-0.06373003807606771,0.04308955138197201,-0.0019581000999023797,0.02929727410939588,-0.0016862296377901957,-0.0022819629082664245,0.49953195,0.38668397,0.35318968,0.37942508,0.3569606,0.4541731,0.34025145,0.48761484,0.5122282,0.39803666,0.45365566,0.396973
Skillet - Awake and Alive,161.4990234375,0.14230788225592803,573,2719.867077059542,0.2,0.4,0.20582312,56.829308,73.68049,-12.997201,30.402042,0.18702635,9.536631,3.3623528,6.684821,2.5668738,4.767723,14.236542058883284,17.049560522323997,18.28983187006171,41.69725077457472,0.08399782038697555,-0.003734988664284837,0.04212153782612119,0.025986313593088513,0.00929011685257039,-0.006906189766765544,0.46641797,0.34903732,0.40714124,0.36181238,0.46599537,0.34795827,0.405997,0.47055855,0.3612586,0.42553073,0.4015849,0.5957689
Snakehips - All My Friends (feat. Tinashe & Chance the Rapper),95.703125,0.06721122495589718,335,1923.1395467501536,0.2,0.6,0.24415323,-22.480091,100.806114,5.9791813,26.10031,7.093161,10.911932,4.5262938,3.3030844,1.5943398,1.1850189,15.95976260436478,19.836931302143867,19.836636930977683,40.90743491334696,0.09147363294831817,0.09384812022859453,-0.08491184836633282,0.06521578967804088,-0.005298749768292499,0.023313616836816025,0.515257,0.4255989,0.517513,0.43405762,0.50242877,0.3790741,0.29249242,0.3711006,0.31272122,0.37067783,0.31551814,0.4077983
Son Dam Bi - Crazy (feat.Eric),123.046875,0.13705618390565588,485,2653.2968367048247,0.1,0.1,0.0929848,-46.131218,76.83637,-12.004277,31.357744,1.4165986,9.040654,-6.602214,9.239558,-4.6375313,9.135714,14.596027021932562,17.949782056790802,19.83004132246192,55.60300496908892,-0.03484428390566173,-0.06857924764524449,-0.00798835152255092,0.0317954923146884,-0.00917613888621035,0.0013555601617664893,0.3444534,0.43697807,0.3294851,0.4030675,0.3269621,0.28968614,0.42709357,0.43926987,0.5905845,0.39531553,0.3323762,0.40170616
SOPHIE - It's Okay To Cry,129.19921875,0.07979158576761199,457,2243.6226979384255,0.0,0.4,0.117937684,-132.45245,86.43897,34.4464,17.698536,-1.4852694,10.394868,5.1409545,10.094384,-4.0647845,16.40826,17.67046332061813,19.722225531389732,23.001637753639113,39.1994284324202,-0.20192149238124077,0.06400382231473863,0.029348025576423634,0.06641534435910806,-0.0013271987906618126,0.02509197413148412,0.41111475,0.3695645,0.37826893,0.5510306,0.38951308,0.38958585,0.3028915,0.3977825,0.51350874,0.389172,0.45208058,0.36665332
"StarBoi3, Doja Cat-Dick feat Doja Cat",129.19921875,0.07707933623631627,358,2217.1819746186857,0.2,0.8,0.28533366,-23.159277,78.05987,4.529661,36.399036,14.123437,9.786558,-3.1053298,13.059515,-8.214739,5.592123,16.654889532972557,20.217649704737024,19.747145656757144,43.527508417052275,0.0644216515696828,0.0335619109598335,-0.033314650024741155,-0.08971422741438215,-0.02660249121862108,-0.01127194831367293,0.48955035,0.49954575,0.5625171,0.52179503,0.46720678,0.43360645,0.4340458,0.42055893,0.44975722,0.5234994,0.51177526,0.5041467
Stephen Sanchez-Until I Found You,103.359375,0.08702450860178712,281,1796.0134289645812,0.3,0.5,0.25003958,1.7785442,119.342255,-20.546886,18.927448,-1.5787976,-5.1523886,-12.645555,1.9566541,-11.625167,9.123307,16.903101562278266,20.29937986184454,20.483933230430743,49.32108624344945,-0.08787071196655272,0.17705674174247157,-0.046580708941159295,-0.15907313039928503,-0.01045722621453738,-0.0035223523920106426,0.28754276,0.22546147,0.39248192,0.32270417,0.29462805,0.4920531,0.29796097,0.25263327,0.15696701,0.33293775,0.4596285,0.2226879
SUPER JUNIOR - Lo Siento,184.5703125,0.09613951646057577,835,2453.1751108541453,0.3,0.7,0.27752435,16.61683,81.275444,8.957068,17.78403,-0.12667958,4.7874107,-2.963494,3.291777,-1.2581137,4.7732067,14.787330889453038,18.208351446138867,19.30285149807481,39.99524416268239,-0.01334403921835892,-0.04686860334777616,-0.024958317449379104,0.007108449595160056,0.0067717244394720376,1.1842808744761064e-05,0.39739478,0.47993454,0.39726228,0.4487273,0.4685239,0.37351772,0.4164599,0.38184035,0.4595642,0.4164826,0.36148623,0.37539175
"Surf Mesa, Emilee-ily i love you baby feat Emilee",112.34714673913044,0.07243011011495945,314,1910.1790920545398,0.1,0.4,0.17153324,-75.086426,94.78681,9.531095,34.073463,-9.753561,6.747072,-2.2133694,2.0226135,-3.32425,1.6517234,18.18698334003249,22.703701204223695,26.25119980598485,44.279911102855685,0.08541092881508411,-0.04019790935925784,-0.028324628439303057,-0.031234963454548865,-0.008322100891841796,0.004961787499829764,0.2987551,0.36405224,0.4247021,0.296492,0.33998632,0.34282455,0.506458,0.29857248,0.3186599,0.45338956,0.34160626,0.43266773
Surfaces-Sunday Best,112.34714673913044,0.0772729565810607,320,1917.3855760777199,0.3,0.4,0.16368166,-85.94493,101.98174,1.4790927,19.746958,20.230022,-4.479578,-2.4069827,4.204706,-6.051951,7.4766746,15.004105312079894,18.949764471134856,18.170078280824782,43.054863891113385,0.1050762455218822,0.10033772661225991,-0.01978297168227783,-0.015337166936646444,0.016461949852784565,0.004373659662049703,0.4692565,0.42986563,0.46637326,0.40566647,0.44536996,0.5057078,0.41984499,0.49014226,0.4487606,0.5228029,0.44357914,0.39223152
SZA - Love Galore (feat. Travis Scott),135.99917763157896,0.06818766994807,565,1823.7581977497696,0.1,0.3,0.124419376,-121.14426,100.23499,18.542662,24.400475,0.27491742,14.427006,0.2696865,5.3305645,-2.2696624,14.985609,16.98250614772928,21.162086228414132,22.28850218283234,43.802833980756,0.06258972282249628,0.08134681274578368,-0.03343737739814101,0.08730606641481396,-0.0186655446068329,0.01450849646689042,0.45234558,0.32550853,0.38980955,0.32055444,0.43289104,0.3535113,0.33706206,0.39507794,0.30031225,0.40738118,0.34673104,0.43893185
SZA-Good Days,123.046875,0.07539013934935765,543,1764.007602322264,0.2,0.4,0.18296726,-29.646482,113.240776,-12.067003,21.054556,-2.3608751,4.5185175,-0.5393578,2.8245506,-1.5478455,4.928475,15.89089671227968,19.980754567696493,21.526372439391206,44.11311667011799,-0.008014453959970877,-0.13166087935625387,-0.03155947436107316,0.07061640718111198,0.014975801265400376,-0.009980620608375193,0.27305108,0.34850833,0.25593415,0.4419273,0.4166148,0.27420393,0.33544904,0.27055147,0.43112954,0.26261377,0.2560982,0.37802795
SZA-Snooze,143.5546875,0.055051016651855834,641,1498.2586872895781,0.3,0.5,0.18515335,-87.52248,115.43631,8.389416,22.801214,8.854769,10.251723,2.501898,-1.0362651,-0.5638608,9.588522,17.791569152473755,21.748248193594762,21.927655321993583,42.86669655491798,0.02667077638792836,-0.0213710020116945,-0.06695236220252834,0.015955883236313972,-0.02222750205935029,-0.019594013372254686,0.34391618,0.3334254,0.4080727,0.3570606,0.43856812,0.35284317,0.3352108,0.3417445,0.28927654,0.31616065,0.2472665,0.30400583
T-ARA - T.T.L Time To Love,103.359375,0.1173143565859991,337,2685.198589691495,0.3,0.4,0.23541044,29.26664,71.72834,4.7717576,14.628279,1.3844873,4.760179,-0.3240059,3.9009895,-6.5704894,7.989134,15.260671135431707,18.292962431324195,18.866505249595825,37.96859690192663,0.035076730723363016,0.031465345228634874,-0.034464856917505116,0.0024107572273777745,0.00251215426924216,0.005785229685266342,0.35177565,0.35399413,0.38805172,0.3564871,0.379992,0.3621086,0.29912496,0.31917715,0.35183176,0.4366729,0.3884947,0.3259411
T-ARA - TTL Listen.2,117.45383522727273,0.11901938410790917,376,2820.6122666841043,0.2,0.3,0.16583624,16.596066,73.769646,4.147789,16.491602,5.8393025,7.182601,2.455252,7.31344,-1.4890126,9.856862,14.098094145810116,17.060277811078343,18.00827151591364,38.31133016346112,0.024093465437596603,0.017845485433669622,-0.019497715465674314,-0.022665094934041584,0.02250007864677924,0.011361535823261638,0.3991199,0.398075,0.4629981,0.43622634,0.4271242,0.4005188,0.34827536,0.3861522,0.43604127,0.5317946,0.46053824,0.38607565
"Tainy, Bad Bunny, Julieta Venegas-Lo Siento BB with Bad Bunny  Julieta Venegas",172.265625,0.08303928242777109,627,2023.3465307375445,0.0,0.6,0.19237892,-58.07883,101.446976,10.987131,8.854554,6.6613965,4.5566015,3.0335922,8.399443,-9.648866,9.722845,15.576782069746553,19.283852529085106,20.158498727583282,42.570607701595094,0.09842322587041838,-0.00951873720888226,0.021471476673400932,-0.012790725149727606,-0.013149901973879738,0.0008000747521419776,0.35952297,0.35700583,0.46940643,0.33972996,0.37963146,0.37082452,0.47776133,0.4387002,0.35917583,0.41970077,0.37691048,0.45133117
Tate McRae-greedy,112.34714673913044,0.08833951450556893,253,2286.221323088768,0.3,0.6,0.27186936,18.407524,92.43112,9.485472,13.414155,-0.45309854,8.812211,-6.3048086,-0.55567986,0.46559963,-1.4727893,15.274380584305234,19.611135088242477,20.333238575874805,40.279504757371356,0.0890072678550805,-0.07346810258945632,-0.019104160437829157,-0.08627197689229311,-0.023341316272644772,0.025935672039342994,0.41858068,0.41674063,0.36557052,0.2736219,0.25047106,0.22625199,0.34010053,0.24781027,0.31130496,0.51233125,0.38390517,0.50078523
Taylor Swift - Look What You Made Me Do,129.19921875,0.09255345824064827,527,2294.8046519266054,0.1,0.3,0.13180499,-65.723564,89.1214,-3.671797,17.67686,5.6375637,6.261354,6.231535,2.2832932,2.0902,3.318131,16.25910248489023,18.493643398335244,17.893643758509832,40.8934276429085,0.08020854584138064,0.02199117190474904,-0.07404270094428034,0.04536808010804868,-0.00013387153649083874,0.019596168062837094,0.51229715,0.360654,0.3201996,0.31308505,0.402635,0.3455875,0.3154037,0.3917987,0.47467804,0.56873715,0.48985514,0.52202076
Taylor Swift-All Too Well 10 Minute Version Taylors Version From The Vault,92.28515625,0.05457411460506106,924,1691.3864421468186,0.1,0.2,0.107110895,-104.49539,111.26964,19.165966,31.915771,14.579718,7.0056305,11.755122,4.5204515,3.0489848,9.494218,15.844516720420572,19.329834867544683,20.766382620939627,41.192117276344476,0.0936720503541776,0.15954982541026597,-0.03276232300757913,0.09086564457676517,0.0045595368289217215,0.020247076574320906,0.5927695,0.34743297,0.35336965,0.28003323,0.39109558,0.33314875,0.31531173,0.47933337,0.36474615,0.3807504,0.3250513,0.46407473
Taylor Swift-Cruel Summer,112.34714673913044,0.08273383702557223,334,1919.9982209018901,0.2,0.5,0.2514419,28.847162,110.74113,-5.997528,17.076317,7.1680946,8.165188,3.9903808,0.9642333,-2.1911933,10.225823,13.456882116896939,17.204222824803214,17.529596210475667,42.280177589217935,0.03699332687973874,-0.06175127737893947,-0.03760662547495865,0.020028284381384723,0.010503063427234168,0.016704995439465062,0.48789653,0.59724385,0.38050056,0.34078938,0.45966497,0.28515473,0.32142454,0.2841146,0.41925493,0.5731464,0.38435414,0.46492136
Taylor Swift-Is It Over Now Taylors Version From The Vault,99.38401442307692,0.07192852443783396,351,1880.2095217997035,0.1,0.2,0.11636653,-81.99441,106.10382,8.2381735,22.581888,11.303495,7.9617066,7.7361145,5.1964135,2.6101856,7.2201304,15.495925938638136,18.193766982425,18.900226367509394,40.99969394507261,0.04277158747911405,0.2227397657674255,-0.17388869393281473,0.12662293159631638,-0.0404592989588827,0.03808926553846028,0.65158963,0.41514704,0.39391318,0.31478256,0.39199993,0.3835796,0.32593736,0.46993375,0.33392194,0.35664237,0.3059746,0.3936607
Taylor Swift-Love Story Taylors Version,117.45383522727273,0.10893037084861942,454,2430.6658788960613,0.1,0.2,0.11963701,-40.65261,80.58686,6.3569794,26.175861,5.3628325,6.347669,4.8437905,0.5105821,1.2430141,3.929604,16.32907589704041,20.661004711050655,23.386231242966357,40.20072023808427,0.1549441302850504,-0.06158389249421211,-0.00950523194693124,-0.03837661367936734,-0.003237886254443482,0.002644214128424345,0.26604035,0.36824676,0.43592182,0.27871892,0.40803117,0.25514716,0.4248829,0.30658782,0.3520036,0.51923,0.317173,0.37717244
Taylor Swift-willow,112.34714673913044,0.049160034168466774,394,1383.558514643526,0.1,0.3,0.11247359,-133.85223,127.83274,21.743769,14.732924,8.200347,-1.1003742,1.3657446,0.119185954,-1.254288,0.648427,17.694529519821106,20.680135026391593,21.9370607276743,40.85328952002742,0.19693608482730915,0.012882519821896397,0.04255007221506021,0.015949663631474188,0.016009469362936405,-0.002661463160005125,0.25555235,0.19259071,0.3108551,0.24013968,0.29657307,0.21486033,0.3487394,0.494871,0.35205877,0.48751098,0.28965446,0.3481344
Teddy Swims-Lose Control,161.4990234375,0.08706704473541466,624,2097.5605221177148,0.3,0.6,0.23494695,-3.2565854,100.33953,10.37233,19.660608,-9.526343,9.422946,-6.1383862,3.8334823,-1.5311289,3.287525,16.268184803223708,19.575586775371313,22.282758949975296,43.467273967995986,0.0584828415323107,-0.14917239932440923,-0.19189939996180025,-0.0645193842837808,0.015690157888212194,0.014917092802029519,0.3170139,0.583546,0.31822044,0.20985729,0.25565583,0.26602423,0.3406905,0.2188279,0.35284808,0.39443323,0.24439771,0.26875305
The 1975 - Somebody Else,99.38401442307692,0.06425471913487321,840,1698.6976394416693,0.1,0.5,0.18182603,-59.6837,112.881134,11.02954,25.868286,6.9439564,13.083136,-0.75613207,8.506495,-4.574786,4.0958858,15.791783122624516,17.680777558024964,18.11957818133061,41.71791477723942,0.07691528026442734,0.14066452084161382,0.0031268124126764326,0.06582294548579373,0.008529916801885045,0.011328138504451387,0.61687803,0.39112282,0.3789505,0.29899773,0.34653664,0.30506992,0.39271212,0.5381965,0.36489,0.41489357,0.40564993,0.55347663
"THE ANXIETY, WILLOW, Tyler Cole-Meet Me At Our Spot",95.703125,0.07068633671220148,232,1736.010475622408,0.1,0.2,0.0933576,-110.2462,107.8478,5.8286533,33.06763,4.340194,8.959873,5.3031583,5.6914687,-1.0750498,12.43218,17.72411574504947,18.829534668564964,20.567188807178326,42.791884847940864,0.1063768359134825,-0.038154099393519214,-0.0224174914277547,-0.116949606028365,-0.022507671669210416,-0.0072904093505936325,0.24802983,0.41139254,0.5114509,0.37508142,0.3503287,0.30474246,0.47201318,0.36999035,0.2955708,0.42016193,0.26075795,0.26004508
The Carters - APESHIT,161.4990234375,0.0635804356099752,855,1937.8196947955057,0.1,0.6,0.24073395,-50.494354,92.3659,10.317091,15.303412,7.5128436,5.444695,-0.32015756,-0.9057352,-1.2799094,2.729831,14.55246058168668,19.257809132207477,17.71356065410069,40.023191386840146,0.03876483613436801,-0.023885469310584023,-0.017606227289512416,-0.004420455705224832,0.006712498411478502,-0.012050222061452506,0.42870492,0.4799422,0.428461,0.44241422,0.5626739,0.46699372,0.47465912,0.44398794,0.42697287,0.44849303,0.42152122,0.4736551
The Chainsmokers - Closer,95.703125,0.11397298177083333,394,2600.520402194889,0.2,0.5,0.19625887,-3.094713,83.53606,10.588367,9.785585,2.1623256,3.5790334,-6.095581,1.8311806,-5.48364,-0.6766176,15.83511862602846,20.023841945833304,20.202902113504283,39.261293055600056,-0.16999579145754792,0.03520614456961642,-0.01582360798063696,0.02980376057841167,-0.0027195808587820334,-0.0052185238041260245,0.3359973,0.23706053,0.31104434,0.46200305,0.29548287,0.2970383,0.24429505,0.3877508,0.5589437,0.3761639,0.4995568,0.30387214
The Chainsmokers - Don't Let Me Down,161.4990234375,0.08822372132615294,537,1990.1193520321503,0.2,0.5,0.23252745,-14.689468,102.211334,-12.539551,26.002914,3.7382662,-0.6901293,8.69004,1.3416113,0.11820697,2.4052427,15.97035783201023,19.59711220345852,21.101053987845894,44.634294822300774,-0.08225105588830926,-0.09866563689085617,0.054930018746376486,0.04572828013609804,-0.02602408521411879,-0.018046222033220365,0.31249064,0.2941252,0.2542158,0.38021356,0.3025099,0.29528934,0.43384916,0.40160182,0.5028456,0.41868728,0.52089185,0.48751515
The Chainsmokers - Paris,99.38401442307692,0.06692998499454923,357,2115.8446737319045,0.3,0.5,0.21663119,-39.03042,88.95078,13.266733,20.185162,8.972999,1.1420969,0.18812078,2.4449258,-4.744821,7.1180882,16.156760693639324,19.509339558773025,20.869019626558558,39.48746212033917,0.1880411067848236,-0.07204693334520687,0.012849892047538421,-0.0758331788474723,0.000510251608859456,0.022652193838316202,0.3349318,0.43759185,0.55243397,0.3708746,0.49068338,0.3267152,0.40614712,0.36020973,0.41519347,0.5513718,0.37791234,0.403199
The Chainsmokers - Roses,99.38401442307692,0.10734006429615972,353,2252.1020765042804,0.2,0.5,0.19392675,-11.145004,80.78326,-14.666321,24.968584,2.4355857,9.25937,3.7589152,5.928703,-0.75077564,6.162938,15.995012186783477,20.689461179255794,23.39173100041055,43.0978372207593,0.038475116717751945,-0.1082431486818338,-0.0016596114316350323,0.11329411611430883,0.019234279554070578,-0.015335495665801842,0.348016,0.35032627,0.2898187,0.40910226,0.5245719,0.32030827,0.3663363,0.32412738,0.46717733,0.31727117,0.3611608,0.59906524
The Chainsmokers - Something Just Like This,103.359375,0.0783213395917457,400,2130.3724691963694,0.3,0.6,0.22507279,-11.963136,92.79916,10.700627,23.112207,-0.59121364,12.824041,-6.8492866,6.5268035,-1.8007056,0.6231527,15.841507494149601,19.59559019018563,22.98802830755883,42.166012956039815,0.15747028856551704,-0.045690880527100394,0.007030624839353824,-0.05796941581578099,-0.00863794586710403,0.0011819783146013515,0.32648626,0.4532579,0.6219672,0.34590787,0.36173597,0.3030148,0.4267463,0.35142395,0.36745238,0.5228921,0.37770936,0.42960918
"The Kid LAROI, Justin Bieber-STAY with Justin Bieber",172.265625,0.08427665400603296,371,2056.076732598062,0.1,0.5,0.21843733,-37.63725,95.82664,7.734378,10.682894,2.1324108,3.7103693,-2.3014483,3.754611,-6.4988165,5.231268,16.450946019250225,20.739760583926763,22.514550174175664,42.93278694651493,-0.12158561098228793,-0.010483351579716325,-0.05051685799940493,0.04780470152257263,0.0033888556135428165,-0.006890709072928667,0.480496,0.45385215,0.25587934,0.2677644,0.25387335,0.33486846,0.30257246,0.36539567,0.47677475,0.30719322,0.32842928,0.3250685
"The Kid LAROI, Miley Cyrus-WITHOUT YOU with Miley Cyrus",123.046875,0.0793672815598442,324,1973.8406364997504,0.2,0.6,0.23301701,-12.443223,92.52019,-5.106655,17.34959,3.9398994,11.594724,1.081704,4.3349905,-4.936823,7.3872323,18.373143417204485,22.156629633409626,21.767957142996746,43.401102144509075,0.15390685947446167,0.1718642369289742,-0.029983152154465093,0.11354622691427815,0.01933685143803192,0.023519452043747013,0.408846,0.26270485,0.2922956,0.26289722,0.41392276,0.326114,0.3460976,0.47281355,0.34111473,0.36040807,0.25847206,0.30454406
The Lumineers - Ophelia,75.99954044117646,0.07008491957194476,183,1512.7847929945808,0.3,0.5,0.21320838,-28.616518,132.70569,-18.299347,10.548192,-2.9193523,5.4724755,-2.7866938,6.1992946,-0.058436465,9.6291,16.09273732333786,20.168337598295995,19.258169574531017,44.84720205874688,0.00015873539497522084,0.16925533680498964,-0.15438611635880453,-0.0014091468071373975,-0.0390089488809675,-0.0166286677935424,0.4154024,0.31437707,0.38601896,0.27325577,0.36267254,0.56209916,0.29786032,0.27620783,0.25218534,0.37460846,0.26088387,0.26052195
The Neighbourhood-Sweater Weather,123.046875,0.08532506042222274,452,1743.3973901236513,0.3,0.5,0.26109987,7.451721,113.68818,-22.975763,32.163765,2.541316,3.7460873,-1.5052283,6.4100513,2.5094776,3.2990243,15.067319808889923,18.633469437908428,19.405352637026777,45.90749173316114,-0.02509151797432979,0.17907990102687962,-0.0024289178519357646,-0.044271858814134854,0.017020341816688506,0.011813567476164234,0.43089384,0.38427246,0.56560344,0.37392586,0.28163582,0.30983207,0.27898052,0.38774377,0.29800266,0.40386948,0.44033888,0.34308755
The Pierces - Kings,95.703125,0.08896738188090139,357,1961.6891307500266,0.3,0.4,0.22766474,21.351221,106.140274,-3.3919418,33.79182,-0.1756578,6.677757,4.167588,-3.4133575,-0.9425082,-2.7311022,15.821593936175955,19.282719417129567,19.34447210957999,41.82571680473299,0.1734843740575786,0.04782125793338373,-0.035262846081002434,0.0195179175376361,0.016010058010626296,0.001203865629843324,0.40660763,0.26477206,0.35080326,0.28361765,0.44834396,0.2714483,0.30446765,0.48386818,0.3648062,0.49197522,0.29804423,0.41039214
"THE SCOTTS, Travis Scott, Kid Cudi-THE SCOTTS",129.19921875,0.10396962310448692,312,2228.2602972745894,0.1,0.7,0.20013848,-44.08525,100.90048,-4.5217876,-1.2699138,4.934832,5.289533,-4.8773527,3.2235677,-5.1892853,7.997151,15.572540522556972,18.86125098404871,18.551228227645286,44.87154512786254,-0.04124647380212726,0.2159045462582747,0.011536645149065463,0.16779946792907546,0.02629756012782005,0.061931510284769745,0.5307243,0.36211655,0.45799398,0.42662308,0.31728774,0.3586834,0.35860968,0.58793855,0.39918432,0.36795908,0.36497688,0.35823908
The Walters-I Love You So,75.99954044117646,0.08277138977758845,191,1803.210743964325,0.3,0.4,0.2213167,-7.8292003,106.90572,-6.3729143,30.856878,1.6168528,-0.41027683,-11.530167,0.58865577,-12.881319,-0.4800555,16.392460002087585,21.347058267291153,21.2815161873236,46.38644354247582,-0.04053671531163741,0.21345551129903204,-0.028697845756135442,-0.08214912831827459,0.0009397380341612788,-0.019619401850741458,0.3304487,0.32232285,0.5001729,0.3223752,0.27380165,0.45738113,0.26169494,0.29100758,0.1781105,0.26770633,0.4459404,0.2781185
