folder,label,tempo,zcr,beats,spec_centroid,rms_mode,rms_max,rms_avg,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,SpecCon0,SpecCon1,SpecCon2,SpecCon3,ton0,ton1,ton2,ton3,ton4,ton5,chr0,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11
Lizzo-About Damn Time,<pad> joy,107.666015625,0.094197244552101,427,2253.7207917073683,0.1,0.3,0.106918424,-164.03195,84.51473,0.3887155,20.885551,3.5476947,7.511962,-0.31069788,2.9981146,-1.8003656,6.412466,14.206168043354252,17.584725481547125,18.11580635317414,40.79920758728533,-0.0493802369797488,0.0016913859476701,0.0069247982380553,-0.0234177458020604,0.0016692750917305,0.0139930082080876,0.43747044,0.46048623,0.4141723,0.46097484,0.4373147,0.48666644,0.41636378,0.39462766,0.4533657,0.42636922,0.4929373,0.42081067
Lorde-Solar Power,<pad> joy,172.265625,0.0684713931294943,551,1882.7368079694616,0.2,0.4,0.17480864,-158.35213,93.85212,21.65722,26.696144,15.841262,8.604669,-0.03437079,1.2981865,-0.8467132,2.6255767,16.675588848714607,19.462476732419244,18.750669977201664,36.77391378744715,0.0630055901904328,-0.0941735666947423,0.0446834163459972,0.0311106967561423,-0.0006898970444735,0.0063638946748193,0.272862,0.20034693,0.21266882,0.3368037,0.40191388,0.28743342,0.30348575,0.2771999,0.35293543,0.3676505,0.37516382,0.48539692
"Lost Frequencies, Calum Scott-Where Are You Now",<pad> sadness,123.046875,0.0605249092080599,330,1580.4348137926852,0.2,0.5,0.22360425,-136.07343,126.26774,1.2213538,11.777126,5.2195044,4.0757113,0.5416514,7.0127473,-4.3245006,4.682072,17.049925413913755,19.935172776928272,21.276173651065005,42.83291088098364,0.0404795419395527,-0.0857358762155325,-0.0095045757258015,-0.0097904341351598,0.0124342368111765,-0.0030675978593521,0.32454345,0.38975096,0.3147732,0.29852575,0.34761098,0.30857977,0.437604,0.31900752,0.47086206,0.4454837,0.27871355,0.26710021
Maluma-Hawi,<pad> joy,117.45383522727272,0.0616170408226284,424,1765.9885593557003,0.2,0.6,0.21549588,-137.81293,108.17262,5.239532,12.664592,2.7213714,5.193249,-9.896965,2.2487445,-7.4748335,2.7721908,16.716838829471094,19.85780785366053,19.815281811403374,43.22519909888872,0.0342905515824549,-0.0470982941297775,-0.081322278173675,-0.027978599581672,-0.0022909607487657,-0.0030717103045014,0.3816276,0.49232417,0.3923907,0.31377718,0.35519552,0.3298968,0.36184543,0.312866,0.42953587,0.5099702,0.39081538,0.42085797
Manuel Turizo-La Bachata,<pad> joy,123.046875,0.0927398594197707,395,2047.6082491041589,0.0,0.6,0.2143983,-137.23471,85.71537,-4.7793136,8.893288,0.061063904,2.7392824,-2.623621,-5.0760903,-5.960641,1.485836,16.1641812615811,20.05359065124538,20.234014811316555,41.87844822213871,0.0359384753690502,0.1237612365723981,-0.0098767616012629,-0.0492339443002113,-0.0018175877591109,0.0059034919875544,0.37190595,0.32027823,0.48892432,0.3674795,0.30761784,0.35484144,0.28549454,0.354416,0.27510065,0.39629668,0.38728422,0.27649298
"Maria Becerra, Chencho Corleone, Ovy On The Drums-Piscina",<pad> sadness,129.19921875,0.0707814395099779,473,1994.774364299577,0.2,0.6,0.25974792,-111.90637,92.57135,14.916239,17.163937,4.5577793,2.4949872,2.5112443,-3.5860035,-8.57784,1.389342,16.3696833493929,20.571336749123358,21.684379442825943,40.26580983216388,0.0673608126053384,-0.1001306292210573,0.0138648886028987,-0.0448457985248901,0.0092935259975904,-4.97477855262216e-05,0.28226465,0.42101976,0.39427024,0.31073022,0.38730234,0.31565624,0.46095112,0.3350206,0.26736766,0.32414767,0.2810158,0.3311776
"Maroon 5, Megan Thee Stallion-Beautiful Mistakes feat Megan Thee Stallion",<pad> joy,99.38401442307692,0.1056512674614643,351,2665.2699168738545,0.3,0.6,0.25371665,-60.16498,73.11569,13.961631,21.806175,4.7732687,19.091967,-7.396398,7.004762,-6.2917933,-2.6788256,16.14479957110888,21.95504143657179,21.07515100437212,42.85034247788171,-0.0719065315297868,0.1655114586490325,0.0052016507803501,-0.0671625835174084,0.0176539144535384,-0.0038236945287362,0.4409417,0.35005438,0.46513164,0.33550116,0.32324645,0.40244412,0.31839925,0.39336926,0.3429709,0.4317651,0.5133631,0.3776124
Maroon 5-Memories,<pad> sadness,92.28515625,0.0642028285933039,278,1691.8404389165162,0.2,0.3,0.15208137,-172.52292,107.70298,11.108991,13.636709,0.9824746,13.53124,-16.633905,-1.1359329,-13.022009,-3.2853541,18.958517117726423,21.899873474730057,20.832255134780656,42.71996184145692,-0.0827679264944857,-0.2084355966759654,0.1528880632417726,-0.0606349823654378,-0.0074268072670598,0.0162152384169283,0.1936707,0.23717481,0.19711608,0.35688585,0.21879841,0.17725046,0.29755577,0.1918344,0.18266864,0.1515549,0.30206987,0.36679375
"Marshmello, Jonas Brothers-Leave Before You Love Me with Jonas Brothers",<pad> love,117.45383522727272,0.0904984345307221,302,2282.8834202370017,0.3,0.6,0.251281,-71.63737,78.18466,11.084702,25.486082,7.3653884,10.108319,0.052434698,8.279129,-0.6107823,7.883197,15.475073484890114,19.34828579198654,20.83099184058862,39.475634177396834,0.0716858899522751,0.0186575679848474,0.0466868860179323,-0.0011142939569713,0.003039696825785,-0.0056128293327502,0.34918305,0.3420832,0.4137307,0.30420998,0.33578062,0.29145348,0.45464882,0.53059894,0.31011793,0.33535793,0.30171874,0.42365444
Masked Wolf-Astronaut In The Ocean,<pad> sadness,151.99908088235293,0.0576502358041158,364,2057.643875180157,0.4,0.6,0.3070732,-94.38817,95.88615,10.376751,20.33226,5.5152826,9.314887,-2.7537746,3.761891,-8.252926,1.5258682,17.3989569140076,18.541293800814422,17.819530035773713,41.13956062250029,0.0538715467598463,-0.0795457329940434,-0.0021354375720144,-0.0434056918182206,0.0415372376674078,0.0420865359727297,0.36861107,0.44508037,0.42653027,0.44890007,0.560716,0.5164477,0.6174067,0.5823278,0.43922693,0.4119982,0.3727113,0.3586031
Megan Thee Stallion-Body,<pad> joy,184.5703125,0.0587488871305377,530,2348.610980567844,0.5,0.6,0.37803575,-92.05391,70.19112,13.027351,21.564184,15.704135,11.916914,11.458408,20.227005,-0.7885777,10.180445,15.939306531684185,18.250222474598303,16.942719907087437,39.8783098617812,-0.0688868960005588,0.0012283574188639,0.1277797815145977,0.0326368549630748,0.0131356956539775,0.0416330155383959,0.51557344,0.45729217,0.46074393,0.51904756,0.62048167,0.68709624,0.63397527,0.57817334,0.59012735,0.5914938,0.5912889,0.54448515
Megan Thee Stallion-Cobra,<pad> sadness,135.99917763157896,0.0735080028893876,470,1974.4694154727697,0.0,0.5,0.18245596,-135.17372,102.31055,12.498474,22.828276,1.3427695,5.0487795,-1.337677,4.4993863,-0.7307715,3.625479,14.350972421231535,17.759378019354056,17.70295428848762,39.6485367598816,-0.006383663167741,0.0692276777054256,0.026207570539548,0.0438858759818013,0.0042583048497396,0.004201863067822,0.5248956,0.39009878,0.45422783,0.399147,0.35925516,0.38381642,0.4010123,0.5259734,0.41020718,0.38523635,0.40562317,0.42868894
"Miley Cyrus, Dua Lipa-Prisoner feat Dua Lipa",<pad> sadness,129.19921875,0.0998023987728685,415,2437.1691401736243,0.3,0.6,0.26819324,-58.698013,79.73991,6.7041473,25.579357,1.5313578,10.155534,6.5732274,4.420898,8.585713,12.071056,15.34289350077618,19.397845336356838,22.74278933030091,41.92911253182186,-0.0860814474854894,-0.0677216472727648,0.0471171226805029,-0.0233234209567553,-0.0066560318154176,0.0038013952349454,0.42557642,0.4734796,0.37386927,0.47034267,0.3358077,0.39388055,0.3639967,0.2838594,0.3418563,0.32921588,0.46596405,0.37564266
Mitski-My Love Mine All Mine,<pad> joy,112.34714673913044,0.0460678579102381,241,1186.9851256311233,0.1,0.3,0.13691096,-192.25989,145.87415,14.293911,21.579868,9.389559,13.446454,0.47888166,-1.5320201,-5.310639,-0.5167463,18.28150465698271,20.82263899887164,22.13137104481672,44.18794517814522,0.0707602049473972,-0.0697401510140036,-0.1515705578011038,0.0187173651619736,-0.0172091801651135,-0.0080947290916652,0.28539395,0.40240622,0.37596977,0.23835683,0.34553117,0.28926045,0.20779368,0.15979263,0.33226424,0.42525947,0.27514842,0.37472522
"Myke Towers, Juhn-Bandido",<pad> joy,83.35433467741936,0.0987697747817955,319,2186.4332981948487,0.1,0.5,0.16184539,-136.0725,86.631966,-13.239252,11.752619,1.6554512,-15.221519,0.37767643,-5.5227437,-16.073263,6.697073,18.160869305702604,22.46505588778576,23.585231214584056,45.18402205296882,-0.1003599911687413,0.0474864512223305,-0.0144298026594624,0.0123347802520578,0.0016532106553244,0.00039585874294,0.35004538,0.26411754,0.2427534,0.34213015,0.23668914,0.31291994,0.24821503,0.35531032,0.41470757,0.2876695,0.3884425,0.25003874
Myke Towers-LALA,<pad> joy,92.28515625,0.0613541330881491,268,1835.4717871138232,0.3,0.6,0.30766618,-83.85439,102.22866,-0.13104248,13.93846,2.9982872,8.7556505,-1.4623965,8.432677,-3.5897524,7.0508833,18.21684000491081,20.29394766416465,22.152012917529323,43.86933524597202,-0.0939809593396332,-0.1093942679086932,-0.0463083978971644,-0.1072412545975835,0.0253177340294169,0.0080990171670842,0.3091498,0.39272085,0.27644837,0.30356142,0.28710264,0.4488169,0.5520161,0.3976506,0.45115188,0.39356843,0.513152,0.35513994
Måneskin-Beggin,<pad> sadness,135.99917763157896,0.0884180740571357,458,2170.094944642073,0.3,0.6,0.27809197,-54.70344,86.735214,-8.035591,39.773632,6.39967,0.7854044,3.7860034,0.56683683,-0.41153604,3.3656917,17.321729730115415,20.45301870292128,19.461423347074817,43.41007396310623,0.0328624609488003,-0.064236630133357,0.0120801345092075,-0.0315162456699909,-0.0088145408270555,-0.014400630546673,0.373021,0.41133925,0.42814428,0.32724383,0.3450731,0.34173426,0.3997907,0.3357655,0.33764145,0.3278864,0.35452005,0.4911104
Måneskin-I WANNA BE YOUR SLAVE,<pad> fear,135.99917763157896,0.1187480710200551,375,2541.203301594392,0.2,0.5,0.21715938,-56.187332,76.03032,-7.612335,34.727844,6.6777425,10.023732,1.7422928,10.235863,2.4728434,1.0374428,15.40345783095554,17.37055523950582,17.098717629915495,41.93087944943396,-0.0410961308960668,-0.0432559740599821,-0.0550019842865598,-0.0304898989297503,0.0031046580085903,0.0055809775815082,0.36577952,0.4998088,0.46029198,0.48060754,0.4866189,0.43071797,0.4105439,0.4468123,0.59604853,0.4637446,0.3326335,0.32412535
"Nathan Dawe, Joel Corry, Ella Henderson-0800 HEAVEN",<pad> joy,143.5546875,0.0917673533335154,325,2196.769909221848,0.4,0.5,0.2806527,-61.128155,92.77952,-5.0674744,15.102932,2.7178993,4.030721,4.1436143,5.677567,-1.0861093,7.3386703,16.280049928350387,19.431140932514538,22.012881442752832,42.84212579957029,-0.1163481995628912,-0.0882152369342061,-0.0003568598636809,-0.0602662294394405,0.0017134658756117,0.0158920918830053,0.28964826,0.39684412,0.27809426,0.3605157,0.25995767,0.3682183,0.3975094,0.29277468,0.36618918,0.2944031,0.41699436,0.29817027
"NEIKED, Ayra Starr-Youre Hired feat Ayra Starr",<pad> joy,143.5546875,0.1165158299824329,423,2819.390786451433,0.2,0.6,0.23096958,-61.02026,63.765053,2.7003062,8.404414,-1.5508926,6.8714848,-3.2720253,9.2276745,-6.742504,9.673704,18.20124071862327,20.81515934100078,22.15595961120281,40.86006754084927,0.0957549187443648,0.1072902109544149,-0.0269419660671317,0.0261431979147554,-0.0043885647164625,-0.0040798790878609,0.3543075,0.2295382,0.28629807,0.24422237,0.38130182,0.3456521,0.37175012,0.50857806,0.36017692,0.41428706,0.2738925,0.3411814
"Nicki Minaj, Ice Spice, Aqua-Barbie World with Aqua From Barbie The Album",<pad> joy,71.77734375,0.0944241768973214,151,2423.3962557746754,0.1,0.6,0.23685715,-100.00692,84.565834,18.314882,13.965762,-6.3395214,2.6175814,1.6293858,-3.9822237,-5.2931237,0.3211562,15.217680739615256,17.643853690770214,18.847261716345734,38.08802592711224,-0.0053431060597813,0.0604586574217754,0.0020839440975601,0.0406372725280068,0.0089161803283436,0.002766108831108,0.44580632,0.3957203,0.37769443,0.41974035,0.4491448,0.47617376,0.39645603,0.43883505,0.48233062,0.48186675,0.52407974,0.46878606
NLE Choppa-WE SEE YOU,<pad> anger,143.5546875,0.1105829574366842,345,2762.780098647213,0.5,0.6,0.34566504,-47.49416,62.978355,5.1055837,13.239256,11.557006,4.786008,-1.7097329,13.343211,-6.9169793,10.65208,14.517303936857015,18.089958138500847,19.494268486776075,39.86622631417136,0.0301514574830982,0.0176668670236964,-0.0903751318293205,0.0572481764617362,0.022405186715403,-0.015206724685872,0.56433976,0.5573676,0.5485888,0.50434595,0.5267639,0.44018155,0.4047013,0.44051424,0.4639525,0.49530372,0.4728699,0.51490045
Noah Kahan-Stick Season,<pad> fear,117.45383522727272,0.0970720896498791,339,2229.254400472708,0.2,0.5,0.2057012,-94.339264,89.122444,3.755435,18.3742,7.2132154,-3.8339975,-6.104754,-1.7838489,-7.430185,-4.832776,18.737190671599848,22.19535125299012,23.27337512514605,41.17003542826347,0.0892124507060448,-0.1402180293515378,-0.0479847919911152,0.0381200241189133,0.0068367339364959,-0.0074163805973833,0.2888876,0.3979005,0.2405657,0.23139496,0.35454497,0.22916523,0.26859045,0.19326462,0.32474113,0.39544967,0.2930289,0.3871391
Oliver Tree-Life Goes On,<pad> anger,161.4990234375,0.1097369883795204,442,2161.8844866914405,0.2,0.7,0.20179696,-109.808945,83.6427,-21.42464,24.360725,1.526362,5.6750927,-1.1584762,1.9276986,-8.873043,-0.50179297,17.10928118941622,20.618017239308944,20.90468088850384,44.78836272890553,0.1039095905588751,0.0470137359811185,0.0373609486522477,0.0416930887601501,0.0050079932168322,-0.003849752427853,0.37014368,0.3413775,0.39162958,0.3261364,0.4577494,0.32705447,0.2911219,0.31405848,0.30557942,0.37949356,0.30047575,0.37813687
Olivia Rodrigo-deja vu,<pad> joy,89.10290948275862,0.0809414422847939,335,1787.298692827197,0.1,0.3,0.121929206,-157.53998,112.52186,-6.6743307,13.509617,-6.778277,-3.132114,-4.8316345,-3.179193,-5.389751,4.406446,16.309013184617992,21.00984269995209,21.016538556203123,44.03427166092564,0.1790799567939532,-0.0737035072781874,-0.1322035299845478,-0.0154131101631133,0.0028062623654669,0.0191946188711769,0.36661676,0.5119295,0.35400775,0.2116759,0.35566434,0.20963381,0.28894633,0.19461976,0.26624224,0.4435773,0.25938383,0.2766466
Olivia Rodrigo-drivers license,<pad> sadness,143.5546875,0.0668353025462745,563,1529.885005690736,0.1,0.7,0.18589683,-155.20656,122.39198,3.2334347,17.349709,4.8162775,2.2911325,6.9947267,-1.2574378,-2.9872162,1.285257,17.50671268970334,22.47513079801711,22.7110348287392,44.28014040773888,-0.1049714910961231,0.1628780719607565,0.0033022110458674,-0.1443428373750764,0.0123960653784194,-0.0145244160547507,0.25649285,0.2597249,0.3825544,0.25363728,0.20251909,0.34456077,0.24331874,0.27265492,0.21350504,0.30659914,0.57553387,0.31266114
Olivia Rodrigo-good 4 u,<pad> sadness,83.35433467741936,0.0881072519983341,258,1980.4348907749488,0.1,0.2,0.101297654,-184.39764,88.60541,-9.25458,29.920963,3.9536533,7.947701,5.806142,5.3771415,0.0592855,7.2713995,16.553548308571212,19.58103545148281,19.83438723179027,42.72168388895328,0.0618299019684546,-0.0648254133030858,0.015760270280319,-0.0053422808822337,0.0125095059487797,-0.0004278754563398,0.33812118,0.39030933,0.3239842,0.32506037,0.4047198,0.35794526,0.43015602,0.35088956,0.39143363,0.40370417,0.35065725,0.42607072
Olivia Rodrigo-traitor,<pad> sadness,99.38401442307692,0.0671600374621101,342,1502.5758200330872,0.1,0.5,0.18963529,-156.7771,123.35592,2.3900151,16.757235,2.741758,-2.1255617,6.733614,-6.872791,-3.7441702,7.0863338,17.221544991034857,21.29337455204456,22.80401568205502,43.40475514642182,-0.1153439986712654,0.2109954245016655,0.2173548295414003,0.0493870699797368,0.0263716045494721,0.028825573067837,0.2631652,0.17166108,0.3102533,0.43684185,0.21908581,0.23826994,0.25800344,0.51977897,0.31528577,0.21599059,0.3450484,0.20032215
Olivia Rodrigo-vampire,<pad> joy,135.99917763157896,0.1126972045956406,480,2339.896352462025,0.2,0.7,0.17054802,-114.19534,92.51102,4.0491233,15.1251955,5.9933667,5.2340403,-0.356674,-0.26474574,-0.12001363,2.8369467,16.470857988506275,20.54908644957856,21.131623847421203,42.33565687517885,0.0010382752834422,0.0913406117044946,-0.1000034096162518,-0.0101316753501207,0.0095272331153299,-0.011163415057188,0.38858786,0.362407,0.2928128,0.20862703,0.31897277,0.4003345,0.24830215,0.32534292,0.33770534,0.45217845,0.35936704,0.27751732
Omar Apollo-Live For Me,<pad> sadness,95.703125,0.0509990706319702,328,1454.8599281069744,0.3,0.5,0.26233998,-127.13433,117.837,33.10042,34.26779,14.389795,9.545363,1.2050136,6.245616,-10.592082,5.4497714,18.93209468316889,23.076005756818777,22.158464542851224,40.870491035522974,0.1906403569681707,0.1230993185508064,0.1284905688612178,0.0329188128259582,0.0209546099556452,-0.052216475996826,0.37026298,0.23590034,0.33588868,0.2780211,0.36011922,0.29540956,0.3223405,0.5286786,0.33495194,0.33630744,0.27487636,0.48805606
OneRepublic-I Aint Worried,<pad> sadness,69.83741554054055,0.0849703359962406,170,2066.409768093442,0.3,0.5,0.231594,-77.84605,91.97641,-3.4685826,11.860917,-0.90840125,13.883588,-3.7130752,5.602307,-6.036337,5.0749664,15.65360002557498,17.68667694175004,18.41722738139134,41.69599060953507,0.0530030364831462,0.108467142626427,-0.0420860430708897,-0.0070539002582656,-0.010114893182785,-0.0042992098917974,0.33795822,0.28671286,0.34878275,0.25928387,0.33777824,0.43766764,0.3136232,0.3692678,0.34809428,0.44737202,0.2980973,0.27434283
"PinkPantheress, Central Cee-Nice to meet you feat Central Cee",<pad> anger,73.828125,0.0688362599818284,178,2001.9756844883825,0.4,0.6,0.25365433,-123.295876,86.61818,-1.9897579,17.888187,-2.1950645,5.7325425,-3.8087876,3.6980681,2.3520517,5.4956775,15.935817125435838,19.67221554590627,21.429373176414536,42.72291234465377,-0.1383181662336967,-0.0010756115690276,0.0357175308959615,-0.0234136780544198,0.0021470210978608,0.0062171179950836,0.39616323,0.4302532,0.36556473,0.4941695,0.38896728,0.49639943,0.4468394,0.37947232,0.46999493,0.43293577,0.4961451,0.37797952
"PinkPantheress, Ice Spice-Boys a liar Pt 2",<pad> joy,135.99917763157896,0.0714178298848487,287,1909.2802463838127,0.2,0.5,0.25874212,-93.34251,105.09899,5.4714866,25.362118,9.451761,5.439988,-0.942607,5.225336,-1.7376481,-0.08575207,16.757572580741645,19.14208563251306,19.34287846910609,43.53789120492879,-0.0242813221548839,0.0328875117914546,-0.0271817030405192,0.0209089019349335,-0.0082974233071051,-0.0008541683806798,0.51659775,0.3361311,0.37603068,0.32784563,0.43058813,0.5855604,0.3959762,0.3903503,0.370287,0.42660043,0.39399457,0.4236789
Polo G-RAPSTAR,<pad> sadness,161.4990234375,0.0719917242657198,446,2073.106031223336,0.1,0.6,0.21800883,-113.785095,100.17551,7.5979104,9.484592,1.6680784,4.36138,-6.9253983,9.229879,-4.362734,3.2035143,16.786387541815248,19.981983377991643,21.21516040761877,41.989292441267175,-0.1496420352733247,-0.0236767046224831,-0.0591256523946499,-0.125541651942197,0.0280282610976175,0.0143142933366212,0.4345384,0.40683186,0.34432188,0.46870187,0.3862596,0.5295076,0.3537637,0.334024,0.41092226,0.36537305,0.4035487,0.3418974
Pop Smoke-What You Know Bout Love,<pad> fear,172.265625,0.107529611808331,469,2504.4727409770885,0.2,0.6,0.2243247,-88.25644,82.85996,16.515686,23.968582,-4.565965,-1.0864961,-9.187478,4.4122696,-13.344984,4.550157,14.789689254160464,19.41299186080495,21.006086045059003,41.600114081924175,-0.0552218915807744,0.0757221564504839,0.1034219798717576,-0.0212739926757488,0.0082610076437327,0.0372552787592587,0.49009854,0.38600293,0.46322826,0.3945201,0.3749614,0.42756504,0.41719788,0.52121973,0.40517065,0.4718632,0.5346408,0.42563328
"Post Malone, Swae Lee-Sunflower - Spider-Man Into the Spider-Verse",<pad> sadness,89.10290948275862,0.0817008246340938,214,1794.529203530369,0.2,0.6,0.24436791,-100.59015,114.05998,7.904699,20.368597,-8.96342,4.46324,-3.068553,-0.1272715,-3.8487582,2.6096957,15.406536010658202,19.598740340227337,21.607839325828355,43.95709527537169,0.1852885450368851,0.0040865852733493,0.0349382117260268,-0.075322803285685,-0.0077336996185106,-0.0108220776806738,0.2277268,0.29707608,0.5065697,0.301726,0.38282704,0.24737352,0.39825708,0.3072741,0.24529265,0.3376768,0.2514673,0.38322178
Post Malone-Circles,<pad> sadness,117.45383522727272,0.0684238149065576,420,1698.0335799756126,0.4,0.6,0.33044505,-65.61068,115.694984,8.421174,18.18542,4.207103,7.6662655,4.4870124,2.3617208,-5.523767,2.842264,15.020631793986809,18.90230977848385,20.25613885600016,42.20599640897996,0.0693829293549856,0.0651937870426349,-0.0181904715496185,0.060168592606576,-0.0144916174202074,0.0035283325279386,0.51304084,0.3522703,0.41482046,0.30692527,0.46129066,0.36500952,0.31599182,0.34636995,0.26700258,0.31214318,0.2674397,0.42425677
Post Malone-Motley Crew,<pad> joy,129.19921875,0.0814495578841998,384,2100.4290852957515,0.6,0.7,0.3390619,-66.73318,90.3657,-4.825785,16.89769,-4.0460296,2.296604,-3.341992,1.5912648,-0.8373844,0.030165317,15.76476373416448,18.45095212466119,19.040775323443945,42.1916391492673,-0.210344469955465,-0.0389138356034539,0.1684435246185792,-0.0544032215486617,0.0024471795253793,0.0555585010553201,0.34670153,0.39521247,0.3941982,0.55704725,0.40300977,0.4328669,0.43808496,0.3418074,0.34360412,0.35851395,0.5414332,0.40974757
"Powfu, beabadoobee-death bed coffee for your head",<pad> joy,143.5546875,0.0838511540339543,395,2033.1430604639552,0.2,0.4,0.1604968,-148.48076,94.831024,-11.023005,19.959717,-20.889143,10.375455,-15.515917,-0.2944736,-15.339247,-3.205281,17.746921968319786,20.910599068805546,19.59051859469165,47.18185688813482,-0.0058107739349513,-0.0173248262541223,-0.0368058752050212,0.1165305160885377,0.0222097987945346,-0.0281139964459554,0.3236572,0.34188205,0.23783353,0.35271028,0.4191476,0.53481644,0.3450247,0.26445106,0.34373334,0.20764402,0.23169518,0.23146337
"R3HAB, INNA, Sash!-Rock My Body",<pad> love,123.046875,0.0943763541923995,279,2270.8646914037795,0.3,0.5,0.28876814,-34.187355,88.97853,-5.8833604,10.733362,3.7669857,9.659697,4.6463227,-0.47064072,2.9620614,1.2555363,15.195944166179885,19.023724801182198,19.456646061497597,39.20060926165039,0.0771720902607505,0.11679910733641,0.0357107041140297,-0.0641417585287092,0.0260430268468449,-0.0220343107065049,0.32697642,0.2849326,0.4129757,0.248164,0.29281306,0.35665303,0.30159563,0.45164162,0.35669518,0.49764794,0.44511905,0.26489
"Rauw Alejandro, Chencho Corleone-Desesperados",<pad> joy,184.5703125,0.0795351386189819,644,2008.0512021432944,0.4,0.5,0.28695086,-81.67545,95.85131,-5.7373114,13.779745,2.7280097,-1.3784761,2.8286316,1.1686665,-8.255843,4.7637353,17.473071152214597,20.493419702483656,21.832113056134023,43.9850771769115,-0.011247739530013,-0.1330262189214341,-0.059184514010071,0.0631873998471041,0.0196579797978438,-0.0143248673098501,0.29220855,0.3812897,0.26435304,0.3890666,0.42321187,0.23220114,0.25762644,0.27835113,0.45059496,0.32143056,0.2778899,0.33195484
Rauw Alejandro-Todo De Ti,<pad> joy,129.19921875,0.0630776101397881,361,1666.2072046306614,0.3,0.6,0.25364357,-107.88132,116.03844,-0.017833466,15.666396,4.442669,2.984943,5.9300113,1.1859852,-10.547706,7.5283356,16.6305755773705,19.854403704080084,20.296231226589803,43.98799161831452,-0.1019100114064574,-0.0484621734398145,0.0089548380242459,-0.0550497706501536,0.0058931458276094,-0.0111194433894773,0.36334154,0.39089742,0.3221096,0.36013356,0.27495623,0.39209074,0.36262447,0.2554336,0.35518926,0.33265564,0.5320484,0.4119361
Regard-Ride It,<pad> sadness,117.45383522727272,0.0764999941900099,415,2188.511711807894,0.2,0.7,0.25158158,-95.43624,87.07116,18.287613,24.51338,7.655751,15.117379,-5.1435337,7.6695957,0.8612666,2.4069445,15.164296427232166,17.15342925054083,17.06061651814596,39.23793816373039,-0.0121683392094419,0.0347371211042744,-0.01546277566776,0.0208078638970691,-0.0105085012127629,-0.0099105885500539,0.41416752,0.38146847,0.44875932,0.38500914,0.36725518,0.41741273,0.38764262,0.45915622,0.46970832,0.5644195,0.55601937,0.42900428
Roddy Ricch-late at night,<pad> sadness,99.38401442307692,0.0572696245848788,444,1500.8345623860398,0.1,0.6,0.14782196,-188.8584,119.56284,4.3610215,22.016737,17.779634,8.292784,2.0272164,3.8259356,2.6951509,6.0929723,16.44058725334811,20.75225976501412,20.64930756859708,45.08403636287767,-0.057935777044686,-0.1920146560025044,-0.0627854796280768,0.0466900779903238,0.0207822825849994,0.0078172362206033,0.38146463,0.40931156,0.34515694,0.41570145,0.4233088,0.35837156,0.4543692,0.4181255,0.57841384,0.4628833,0.3983853,0.44290093
Roddy Ricch-The Box,<pad> joy,117.45383522727272,0.0818204654106695,410,2020.0124228234304,0.1,0.6,0.22107731,-126.328865,104.405624,2.1922765,11.691553,0.21598196,-1.8337591,-8.113537,8.538919,-4.9642024,6.522304,15.077365491600473,20.03727147290112,22.21626999784017,44.50866931084869,-0.08681024629559,0.0283379909586295,-0.0107239441537,-0.0189415446923126,0.0148106571250864,0.0134980588371192,0.56484675,0.45052925,0.32670823,0.34491104,0.3504618,0.42489696,0.3127711,0.32800227,0.3742008,0.36130947,0.52911776,0.40248153
ROSÉ-On The Ground,<pad> joy,95.703125,0.0914253423185558,292,2161.32585225112,0.3,0.7,0.24682552,-80.82035,89.759476,4.7060165,26.655676,9.52315,3.8307793,2.7210755,5.3263655,3.4494092,6.2720113,15.730042817452848,19.07699602716365,22.373059943627972,42.80707847514147,-0.1262590977678107,-0.0775542055762406,-0.075676879766758,-0.041791084861486,0.0317291239344722,0.0066014910604869,0.45731977,0.5543868,0.40442508,0.3761032,0.32704613,0.42561907,0.378243,0.33549792,0.42032653,0.36142895,0.4597326,0.40011886
Ruth B.-Dandelions,<pad> joy,78.30255681818181,0.0893149632724649,288,2339.5651588194664,0.3,0.5,0.27068454,-49.676483,85.34098,-0.020328742,12.562867,13.357226,2.2423544,5.196544,3.0545223,0.7723947,8.082331,17.16179558115505,20.55216144690439,21.25851413300426,39.130669055245576,-0.2271756658708389,-0.0874275369148987,-0.0827002949865425,-0.0496476154256679,0.0244881683573649,-0.0180171680972859,0.36367908,0.44393215,0.27286547,0.35377383,0.2664603,0.40716,0.32258943,0.32357168,0.45906192,0.33219555,0.42260122,0.28274894
"SAINt JHN, Imanbek-Roses - Imanbek Remix",<pad> sadness,123.046875,0.0834417553408349,348,2046.3565775795496,0.4,0.5,0.26257014,-89.3259,97.98254,-1.2534134,9.916566,8.340318,6.858127,-10.868332,1.0007708,6.0563173,-2.075967,16.458856618868506,18.70276952151848,21.124916212996755,41.4905076737043,-0.0692346661297493,0.0658744559618379,-0.0249575855782705,0.0348574059533619,-0.0098267646238302,-0.0071777471291072,0.47428188,0.3341974,0.29254004,0.31317878,0.2943705,0.42360058,0.29917073,0.3814605,0.53543824,0.4371621,0.5061521,0.38856158
